City,Street,SeverityProportion,Amenity,Response time,Weights,New Amenity
Atlanta, Perimeter Center Pkwy,0.000002924,0,12,0.000035088,1
Atlanta, Piedmont Rd NE,0.000000526,0,12,0.000006312,0
Atlanta, Plasters Ave NE,0.0000031,0,12,0.0000372,1
Atlanta, Ponce de Leon Ave NE,0.00000269,0,12,0.00003228,1
Atlanta, Presidential Pkwy,0.000001579,0,12,0.000018948,1
Atlanta, Pryor Rd SW,0.000000585,0,12,0.00000702,0
Atlanta, Pryor St SW,0.000000234,0,12,0.000002808,0
Atlanta, Pulliam St SW,0.000001404,0,12,0.000016848,1
Atlanta, Ralph David Abernathy Blvd SW,0.000000234,0,12,0.000002808,0
Atlanta, Ralph McGill Blvd NE,0.000000175,0,12,0.0000021,0
Atlanta, Rawson St SW,0.000005673,0,12,0.000068076,1
Atlanta, Riverdale Rd,0.000000702,0,12,0.000008424,0
Atlanta, Roberts Dr,0.000000234,0,12,0.000002808,0
Atlanta, Roosevelt Hwy,0.000001989,0,12,0.000023868,1
Atlanta, Roswell Rd,0.00000117,0,12,0.00001404,1
Atlanta, Roswell Rd NE,0.000002573,0,12,0.000030876,1
Atlanta, S Fulton Pkwy,0.000000702,0,12,0.000008424,0
Atlanta, Sand Bar Ln,0.000000643,0,12,0.000007716,0
Atlanta, Sawtell Ave SE,0.000000234,0,12,0.000002808,0
Atlanta, Spring St NW,0.000000234,0,12,0.000002808,0
Atlanta, State Highway 33,0.000000234,0,12,0.000002808,0
Atlanta, State Road 37 N,0.000000234,0,12,0.000002808,0
Atlanta, Stratford Dr NW,0.000000643,0,12,0.000007716,0
Atlanta, Sullivan Rd,0.000000468,0,12,0.000005616,0
Atlanta, Techwood Dr NW,0.000000351,0,12,0.000004212,0
Atlanta, Ted Turner Dr NW,0.000000175,1,12,1.0000021,1
Atlanta, University Ave SW,0.000000468,0,12,0.000005616,0
Atlanta, W Peachtree St NW,0.000000234,0,12,0.000002808,0
Atlanta, W Whitehall St SW,0.000002339,0,12,0.000028068,1
Atlanta, Welcome All Rd SW,0.000000234,0,12,0.000002808,0
Atlanta, Wendell Dr SW,0.000000234,0,12,0.000002808,0
Atlanta, Williams St NW,0.000000468,0,12,0.000005616,0
Atlanta, Windsor St SW,0.000000175,0,12,0.0000021,0
Atlanta,10A,0.000000526,0,12,0.000006312,0
Atlanta,10B,0.000000175,0,12,0.0000021,0
Atlanta,10th St NW,0.000080886,0,12,0.000970632,1
Atlanta,14th St NW,0.000010235,0,12,0.00012282,1
Atlanta,17th St NW,0.000012107,0,12,0.000145284,1
Atlanta,248C,0.000000175,0,12,0.0000021,0
Atlanta,249A,0.000000175,0,12,0.0000021,0
Atlanta,249C,0.000000175,0,12,0.0000021,0
Atlanta,259A,0.000000175,0,12,0.0000021,0
Atlanta,3rd St NE,0.000000175,0,12,0.0000021,0
Atlanta,3rd St NW,0.000000175,0,12,0.0000021,0
Atlanta,4A,0.000000234,0,12,0.000002808,0
Atlanta,4B,0.000000409,0,12,0.000004908,0
Atlanta,51A,0.000000351,0,12,0.000004212,0
Atlanta,52A,0.000001989,0,12,0.000023868,1
Atlanta,58B,0.000000175,0,12,0.0000021,0
Atlanta,5B,0.000000175,0,12,0.0000021,0
Atlanta,60A,0.000000175,0,12,0.0000021,0
Atlanta,Abernathy Rd NE,0.000000877,0,12,0.000010524,1
Atlanta,Abernathy Rd NW,0.000000234,0,12,0.000002808,0
Atlanta,Airline Museum Way,0.000017546,0,12,0.000210552,1
Atlanta,Airport Blvd,0.000001053,0,12,0.000012636,1
Atlanta,Akers Mill Rd,0.000000175,0,12,0.0000021,0
Atlanta,Akers Mill Rd SE,0.000000351,0,12,0.000004212,0
Atlanta,Anderson Ave SW,0.000009884,0,12,0.000118608,1
Atlanta,Andrew Young International Blvd NE,0.000006492,0,12,0.000077904,1
Atlanta,Armour Dr NE,0.000000702,0,12,0.000008424,0
Atlanta,Arthur Langford Pkwy E,0.000021113,0,12,0.000253356,1
Atlanta,Arthur Langford Pkwy W,0.000015557,0,12,0.000186684,1
Atlanta,Ashford Dunwoody Rd NE,0.000053631,0,12,0.000643572,1
Atlanta,Atlanta Rd SE,0.000003158,0,12,0.000037896,1
Atlanta,Atlanta Silverbacks Way,0.000003158,0,12,0.000037896,1
Atlanta,Auburn Ave NE,0.000000526,0,12,0.000006312,0
Atlanta,Baker St NE,0.000000175,0,12,0.0000021,0
Atlanta,Baker-Highland Connector NE,0.000001053,0,12,0.000012636,1
Atlanta,Bankhead Hwy NW,0.000000585,0,12,0.00000702,0
Atlanta,Bell St SE,0.000000175,0,12,0.0000021,0
Atlanta,Benjamin E Mays Dr SW,0.000000351,0,12,0.000004212,0
Atlanta,Bentley Xing,0.000000234,0,12,0.000002808,0
Atlanta,Berean Ave SE,0.000000175,0,12,0.0000021,0
Atlanta,Bill Kennedy Way SE,0.000001989,0,12,0.000023868,1
Atlanta,Blackland Rd NW,0.000000175,0,12,0.0000021,0
Atlanta,Bobby Brown Pkwy,0.000000234,0,12,0.000002808,0
Atlanta,Bolton Rd NW,0.000001228,0,12,0.000014736,1
Atlanta,Boulder Park Dr SW,0.000000175,0,12,0.0000021,0
Atlanta,Bouldercrest Rd,0.000000175,0,12,0.0000021,0
Atlanta,Bouldercrest Rd SE,0.000024564,0,12,0.000294768,1
Atlanta,Boulevard SE,0.000009065,0,12,0.00010878,1
Atlanta,Boykin St SW,0.000002105,0,12,0.00002526,1
Atlanta,Browns Mill Rd SE,0.000000175,0,12,0.0000021,0
Atlanta,Broyles St SE,0.000001404,0,12,0.000016848,1
Atlanta,Bryan St,0.000000175,0,12,0.0000021,0
Atlanta,Buffington Rd,0.000000175,0,12,0.0000021,0
Atlanta,Buford Hwy,0.000000175,0,12,0.0000021,0
Atlanta,Buford Hwy NE,0.000007077,0,12,0.000084924,1
Atlanta,Burton Rd NW,0.000000175,0,12,0.0000021,0
Atlanta,Butler St NE,0.000000175,0,12,0.0000021,0
Atlanta,Butner Rd SW,0.000000175,0,12,0.0000021,0
Atlanta,Cameron St SE,0.000000175,0,12,0.0000021,0
Atlanta,Camp Creek Pkwy,0.00001351,0,12,0.00016212,1
Atlanta,Camp Creek Pkwy SW,0.000004386,0,12,0.000052632,1
Atlanta,Campbellton Rd,0.000000175,0,12,0.0000021,0
Atlanta,Campbellton Rd SW,0.000000234,0,12,0.000002808,0
Atlanta,Capitol Ave SE,0.000011522,0,12,0.000138264,1
Atlanta,Capitol Ave SW,0.000000234,0,12,0.000002808,0
Atlanta,Carson Ln NE,0.000000175,0,12,0.0000021,0
Atlanta,Carver Cir,0.000000175,0,12,0.0000021,0
Atlanta,Cascade Palmetto Hwy SW,0.000000234,0,12,0.000002808,0
Atlanta,Cascade Rd SW,0.000019534,0,12,0.000234408,1
Atlanta,Central Ave SW,0.000000936,0,12,0.000011232,1
Atlanta,Chamblee Dunwoody Rd,0.000019417,0,12,0.000233004,1
Atlanta,Chamblee Tucker Rd,0.000031056,0,12,0.000372672,1
Atlanta,Chantilly Dr NE,0.000000877,0,12,0.000010524,1
Atlanta,Charles W Grant Pkwy,0.000001111,0,12,0.000013332,1
Atlanta,Cheshire Bridge Rd NE,0.000000877,0,12,0.000010524,1
Atlanta,Circle 75 Pkwy SE,0.000000526,0,12,0.000006312,0
Atlanta,Clairmont Rd NE,0.000001111,0,12,0.000013332,1
Atlanta,Clairmont Ter NE,0.000000175,0,12,0.0000021,0
Atlanta,Clarke St SE,0.000007369,0,12,0.000088428,1
Atlanta,Clearview Ave,0.000000526,0,12,0.000006312,0
Atlanta,Cleveland Ave SE,0.000000175,0,12,0.0000021,0
Atlanta,Cleveland Ave SW,0.000016727,0,12,0.000200724,1
Atlanta,Clifton St SE,0.000000175,0,12,0.0000021,0
Atlanta,Cobb Pkwy,0.000003977,0,12,0.000047724,1
Atlanta,Cobb Pkwy SE,0.000000409,0,12,0.000004908,0
Atlanta,Collier Rd NW,0.000000175,0,12,0.0000021,0
Atlanta,Columbia Ave,0.000000175,0,12,0.0000021,0
Atlanta,Concourse Pkwy NE,0.000001579,0,12,0.000018948,1
Atlanta,Constitution Rd SE,0.000000468,0,12,0.000005616,0
Atlanta,Courtland St NE,0.000007194,0,12,0.000086328,1
Atlanta,Crown Rd SE,0.000000643,0,12,0.000007716,0
Atlanta,Cumberland Blvd,0.000015148,0,12,0.000181776,1
Atlanta,Cumberland Blvd SE,0.000000234,0,12,0.000002808,0
Atlanta,Decatur St SE,0.000000526,0,12,0.000006312,0
Atlanta,Deering Rd NW,0.000001228,0,12,0.000014736,1
Atlanta,Dekalb Ave NE,0.000000175,0,12,0.0000021,0
Atlanta,Dekalb Technology Pkwy,0.000002339,0,12,0.000028068,1
Atlanta,Delmar Ln NW,0.000000175,0,12,0.0000021,0
Atlanta,Donald Lee Hollowell Pkwy NW,0.000070709,0,12,0.000848508,1
Atlanta,Downtown Conn S,0.000000234,0,12,0.000002808,0
Atlanta,E Paces Ferry Rd NE,0.000000234,0,12,0.000002808,0
Atlanta,E South St,0.000000175,0,12,0.0000021,0
Atlanta,Edgewood Ave SE,0.000008597,0,12,0.000103164,1
Atlanta,Ellis St NE,0.000014271,0,12,0.000171252,1
Atlanta,Enon Rd SW,0.000000234,0,12,0.000002808,0
Atlanta,Ethel St NW,0.000000234,0,12,0.000002808,0
Atlanta,Evans Rd,0.000000175,0,12,0.0000021,0
Atlanta,Fair Dr SW,0.000000351,0,12,0.000004212,0
Atlanta,Fairburn Rd NW,0.000000409,0,12,0.000004908,0
Atlanta,Fairfield Pl NW,0.000000175,0,12,0.0000021,0
Atlanta,Fairview Rd NE,0.000000175,0,12,0.0000021,0
Atlanta,Flat Shoals Ave SE,0.000000351,0,12,0.000004212,0
Atlanta,Flat Shoals Rd,0.000001228,0,12,0.000014736,1
Atlanta,Flat Shoals Rd SE,0.000006901,0,12,0.000082812,1
Atlanta,Flowers Rd,0.000001579,0,12,0.000018948,1
Atlanta,Fowler St NW,0.000000175,0,12,0.0000021,0
Atlanta,Fraser St SE,0.000000526,0,12,0.000006312,0
Atlanta,Fulford St,0.000001228,0,12,0.000014736,1
Atlanta,Fulton Industrial Blvd SW,0.000008714,0,12,0.000104568,1
Atlanta,Fulton St SW,0.000002515,0,12,0.00003018,1
Atlanta,GA-13,0.000001813,0,12,0.000021756,1
Atlanta,GA-13 N,0.000007077,0,12,0.000084924,1
Atlanta,GA-13 S,0.000028541,0,12,0.000342492,1
Atlanta,GA-14 Spur,0.000008714,0,12,0.000104568,1
Atlanta,GA-400,0.000005264,0,12,0.000063168,1
Atlanta,GA-400 N,0.000021406,0,12,0.000256872,1
Atlanta,GA-400 S,0.00002626,0,12,0.00031512,1
Atlanta,GA-401 N,0.000264531,0,12,0.003174372,1
Atlanta,GA-401 N,0.000000175,1,12,1.0000021,1
Atlanta,GA-401 S,0.000354307,0,12,0.004251684,1
Atlanta,GA-401 S,0.000001345,1,12,1.00001614,1
Atlanta,GA-402 E,0.000344891,0,12,0.004138692,1
Atlanta,GA-402 W,0.000323426,0,12,0.003881112,1
Atlanta,GA-403 N,0.000430865,0,12,0.00517038,1
Atlanta,GA-403 S,0.000392673,0,12,0.004712076,1
Atlanta,GA-403 S,0.000000702,1,12,1.000008424,1
Atlanta,GA-407 E,0.000231487,0,12,0.002777844,1
Atlanta,GA-407 N,0.00007802,0,12,0.00093624,1
Atlanta,GA-407 S,0.000348926,0,12,0.004187112,1
Atlanta,GA-407 W,0.000407704,0,12,0.004892448,1
Atlanta,Galleria Dr,0.000000175,0,12,0.0000021,0
Atlanta,General Motors Dr,0.000000175,0,12,0.0000021,0
Atlanta,Georgia 400 Ext N,0.000008831,0,12,0.000105972,1
Atlanta,Georgia 400 Ext S,0.000000175,0,12,0.0000021,0
Atlanta,Gilmer St SE,0.000000175,0,12,0.0000021,0
Atlanta,Glenridge Connector NE,0.00000117,0,12,0.00001404,1
Atlanta,Glenridge Dr NE,0.000005498,0,12,0.000065976,1
Atlanta,Glenridge Point Pkwy,0.000002281,0,12,0.000027372,1
Atlanta,Glenwood Ave SE,0.000013744,0,12,0.000164928,1
Atlanta,Global Gateway Conn,0.000000234,0,12,0.000002808,0
Atlanta,Godby Rd,0.000001579,0,12,0.000018948,1
Atlanta,Godfrey Dr NW,0.000000351,0,12,0.000004212,0
Atlanta,Grant St SW,0.000000175,0,12,0.0000021,0
Atlanta,Hamilton E Holmes Dr NW,0.000036612,0,12,0.000439344,1
Atlanta,Hammond Dr NE,0.000001053,0,12,0.000012636,1
Atlanta,Harwell Rd NW,0.000000351,0,12,0.000004212,0
Atlanta,Heards Rd NW,0.000000175,0,12,0.0000021,0
Atlanta,Henderson Mill Rd,0.000000526,0,12,0.000006312,0
Atlanta,Hill St SE,0.00000076,0,12,0.00000912,0
Atlanta,Hilliard St,0.000000175,0,12,0.0000021,0
Atlanta,Howell Dr SE,0.000000175,0,12,0.0000021,0
Atlanta,Howell Mill Rd NW,0.000024389,0,12,0.000292668,1
Atlanta,Hunnicutt St NW,0.000000526,0,12,0.000006312,0
Atlanta,I-20,0.000033922,0,12,0.000407064,1
Atlanta,I-20 E,0.000001579,0,12,0.000018948,1
Atlanta,I-20 W,0.00000579,0,12,0.00006948,1
Atlanta,I-285,0.000069247,0,12,0.000830964,1
Atlanta,I-285 E,0.000223942,0,12,0.002687304,1
Atlanta,I-285 N,0.000077786,0,12,0.000933432,1
Atlanta,I-285 S,0.00001971,0,12,0.00023652,1
Atlanta,I-285 W,0.000043513,0,12,0.000522156,1
Atlanta,I-55 N,0.000000175,0,12,0.0000021,0
Atlanta,I-75,0.00004211,0,12,0.00050532,1
Atlanta,I-75 Express Lanes,0.000000351,0,12,0.000004212,0
Atlanta,I-75 HOV Lane,0.000001696,0,12,0.000020352,1
Atlanta,I-75 N,0.000373256,0,12,0.004479072,1
Atlanta,I-75 N,0.000000526,1,12,1.000006312,1
Atlanta,I-75 S,0.000451919,0,12,0.005423028,1
Atlanta,I-75 S,0.000002105,1,12,1.00002526,1
Atlanta,I-85,0.000047373,0,12,0.000568476,1
Atlanta,I-85 HOV Lane,0.000000468,0,12,0.000005616,0
Atlanta,I-85 N,0.000009943,0,12,0.000119316,1
Atlanta,I-85 S,0.000006199,0,12,0.000074388,1
Atlanta,Inner Loop Rd,0.00000269,0,12,0.00003228,1
Atlanta,Interstate North Pkwy NW,0.000001638,0,12,0.000019656,1
Atlanta,Interstate North Pkwy SE,0.000002983,0,12,0.000035796,1
Atlanta,John Wesley Dobbs Ave NE,0.000003685,0,12,0.00004422,1
Atlanta,Johnson Ferry Rd NE,0.000008597,0,12,0.000103164,1
Atlanta,Jonesboro Rd SE,0.000028132,0,12,0.000337584,1
Atlanta,Joseph E Lowery Blvd SW,0.000018423,0,12,0.000221076,1
Atlanta,Kalb St SE,0.000000175,0,12,0.0000021,0
Atlanta,Lake Mirror Rd,0.000001404,0,12,0.000016848,1
Atlanta,Langford Pkwy,0.000004152,0,12,0.000049824,1
Atlanta,Langhorn St SW,0.000003509,0,12,0.000042108,1
Atlanta,Laurel Cir NW,0.000001696,0,12,0.000020352,1
Atlanta,Lee St SW,0.000009299,0,12,0.000111588,1
Atlanta,Lees Mill Rd,0.000000175,0,12,0.0000021,0
Atlanta,Lenox Rd NE,0.00000386,0,12,0.00004632,1
Atlanta,Lindbergh Dr NE,0.000000351,0,12,0.000004212,0
Atlanta,Lucile Ave SW,0.000000409,0,12,0.000004908,0
Atlanta,Lullwater Est NE,0.000000234,0,12,0.000002808,0
Atlanta,Main St,0.000000175,0,12,0.0000021,0
Atlanta,Martin Luther King Dr,0.000000702,0,12,0.000008424,0
Atlanta,Martin Luther King Jr Dr SE,0.00000772,0,12,0.00009264,1
Atlanta,Martin Luther King Jr Dr SW,0.000009592,0,12,0.000115104,1
Atlanta,Martin Luther King Jr Dr SW,0.000000175,1,12,1.0000021,1
Atlanta,Maynard Terrace SE,0.000000819,0,12,0.000009828,0
Atlanta,McDaniel St SW,0.000003334,0,12,0.000040008,1
Atlanta,McPherson Ave SE,0.000000175,0,12,0.0000021,0
Atlanta,Meadowlane Dr SW,0.000000175,0,12,0.0000021,0
Atlanta,Meadowlane Pl SW,0.000000175,0,12,0.0000021,0
Atlanta,Memorial Dr SE,0.000001872,0,12,0.000022464,1
Atlanta,Memorial Dr SW,0.000000351,0,12,0.000004212,0
Atlanta,Metropolitan Pkwy SW,0.000001755,0,12,0.00002106,1
Atlanta,Midvale Dr NE,0.000000175,0,12,0.0000021,0
Atlanta,Mobile Ave SW,0.000000526,0,12,0.000006312,0
Atlanta,Monroe Dr NE,0.000000175,0,12,0.0000021,0
Atlanta,Moores Mill Rd NW,0.000000409,0,12,0.000004908,0
Atlanta,Moreland Ave NE,0.000000702,0,12,0.000008424,0
Atlanta,Moreland Ave SE,0.000007369,0,12,0.000088428,1
Atlanta,Motors Industrial Way,0.000001287,0,12,0.000015444,1
Atlanta,Mount Paran Rd NW,0.0000193,0,12,0.0002316,1
Atlanta,Mount Vernon Hwy NW,0.000000175,0,12,0.0000021,0
Atlanta,Mount Wilkinson Pkwy SE,0.000000585,0,12,0.00000702,0
Atlanta,N Central Ave,0.000011171,0,12,0.000134052,1
Atlanta,N Druid Hills Rd NE,0.000008831,0,12,0.000105972,1
Atlanta,N Inner Loop Rd,0.000000175,0,12,0.0000021,0
Atlanta,N Peachtree Rd,0.000000175,0,12,0.0000021,0
Atlanta,N Shallowford Rd,0.000000175,0,12,0.0000021,0
Atlanta,N Terminal Pkwy,0.000000702,0,12,0.000008424,0
Atlanta,New Peachtree Rd,0.000000409,0,12,0.000004908,0
Atlanta,Norman Berry Dr,0.000001228,0,12,0.000014736,1
Atlanta,North Ave NE,0.000000351,0,12,0.000004212,0
Atlanta,North Ave NW,0.000011229,0,12,0.000134748,1
Atlanta,Northcrest Rd,0.000002164,0,12,0.000025968,1
Atlanta,Northeast Expy,0.000008422,0,12,0.000101064,1
Atlanta,Northeast Expy NE,0.000010527,0,12,0.000126324,1
Atlanta,Northeast Expy NE,0.000000175,1,12,1.0000021,1
Atlanta,Northlake Pkwy,0.000000175,0,12,0.0000021,0
Atlanta,Northridge Rd,0.000002866,0,12,0.000034392,1
Atlanta,Northside Dr NW,0.000026845,0,12,0.00032214,1
Atlanta,Northside Dr SW,0.000000351,0,12,0.000004212,0
Atlanta,Northside Pkwy NW,0.000001287,0,12,0.000015444,1
Atlanta,Oak Dr,0.000000175,0,12,0.0000021,0
Atlanta,Old Dixie Hwy,0.000004445,0,12,0.00005334,1
Atlanta,Old National Hwy,0.000008656,0,12,0.000103872,1
Atlanta,Overton Park Dr,0.000000175,0,12,0.0000021,0
Atlanta,Paces Ferry Rd SE,0.000005732,0,12,0.000068784,1
Atlanta,Park Dr NE,0.000000175,0,12,0.0000021,0
Atlanta,Park St SW,0.000000702,0,12,0.000008424,0
Atlanta,Peachtree Ave NE,0.000000351,0,12,0.000004212,0
Atlanta,Peachtree Battle Ave NW,0.000000175,0,12,0.0000021,0
Atlanta,Peachtree Dunwoody Rd NE,0.000006667,0,12,0.000080004,1
Atlanta,Peachtree Industrial Blvd,0.000005498,0,12,0.000065976,1
Atlanta,Peachtree Industrial Blvd S,0.000001696,0,12,0.000020352,1
Atlanta,Peachtree Rd NE,0.000000526,0,12,0.000006312,0
Atlanta,Peachtree St NE,0.000033044,0,12,0.000396528,1
Atlanta,Peachtree St NE,0.000000526,1,12,1.000006312,1
Atlanta,Peachtree St NW,0.000000351,1,12,1.000004212,1
Atlanta,Pegg Rd SW,0.000006726,0,12,0.000080712,1
Atlanta,Perimeter Center Pkwy,0.000000526,0,12,0.000006312,0
Atlanta,Pharr Rd NE,0.000000175,0,12,0.0000021,0
Atlanta,Phoenix Blvd,0.000000351,0,12,0.000004212,0
Atlanta,Piedmont Ave NE,0.000001989,0,12,0.000023868,1
Atlanta,Piedmont Rd NE,0.000003685,0,12,0.00004422,1
Atlanta,Pine St NE,0.000000351,0,12,0.000004212,0
Atlanta,Plasters Ave NE,0.000000526,0,12,0.000006312,0
Atlanta,Pleasantdale Rd,0.000034097,0,12,0.000409164,1
Atlanta,Pollard Blvd SW,0.000019183,0,12,0.000230196,1
Atlanta,Ponce de Leon Ave NE,0.000001228,0,12,0.000014736,1
Atlanta,Porsche Ave,0.000005088,0,12,0.000061056,1
Atlanta,Powers Ferry Rd SE,0.000000643,0,12,0.000007716,0
Atlanta,Pratt St SE,0.000000585,0,12,0.00000702,0
Atlanta,Presidential Pkwy,0.000001579,0,12,0.000018948,1
Atlanta,Pryor Rd SW,0.000000702,0,12,0.000008424,0
Atlanta,Pryor St SW,0.000001813,0,12,0.000021756,1
Atlanta,Pulliam St SW,0.000001989,0,12,0.000023868,1
Atlanta,Ralph David Abernathy Blvd SW,0.000002105,0,12,0.00002526,1
Atlanta,Ralph David Abernathy Fwy,0.000000409,0,12,0.000004908,0
Atlanta,Ralph McGill Blvd NE,0.00001544,0,12,0.00018528,1
Atlanta,Ravinia Dr,0.000001404,0,12,0.000016848,1
Atlanta,Rawson St SW,0.000003802,0,12,0.000045624,1
Atlanta,Redwine Rd,0.000000175,0,12,0.0000021,0
Atlanta,River Pkwy,0.000000175,0,12,0.0000021,0
Atlanta,Riverdale Rd,0.000021347,0,12,0.000256164,1
Atlanta,Riverside Dr NW,0.000000819,0,12,0.000009828,0
Atlanta,Roosevelt Hwy,0.000001638,0,12,0.000019656,1
Atlanta,Roswell Rd,0.000000877,0,12,0.000010524,1
